Sr No,Raga Name,Archive No.,Audio_Number,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files,,
248,Nand,IN-AIR-DSA-GT-M00-032585,14606-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHARJEE,,,,,,, TABLA-   AANEES PRADHAN   HARMONIUM-  SUDHIR NAYAK,NAND (NIGHT),TEEN TAL,"DHOONDHI BAR SAIYYAN TOHE, AB GHAR AAYE SHYAM.",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,28-07-2015 11:55,28-07-2015 11:55,Ingest,1,1,55,,
249,Kedar,IN-AIR-DSA-GT-M00-022217,8290-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. SHASHI KANT MANOHAR TAMBE (TAAL-VILAMBIT IN TEEN TAAL & DRUT IN EK TAAL) PART 02,,,DR. SHASHI KANT MANOHAR TAMBE,,,Vocal," VIOLIN-  KAMAL KAMALE,    HARMONIUM- VIVEK BANSOD, TABLA- SANGEETA AGNIHOTRI",KEDAR (NIGHT),EK TAL,BAN THAN KHAN JO CHALI KAISE SAMJHOO BAR BAR,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA," VIOLIN-  KAMAL KAMALE,    HARMONIUM- VIVEK BANSOD, TABLA- SANGEETA AGNIHOTRI",,,,,,PART 02,,,,,12-02-2015 15:00,12-02-2015 15:00,Ingest,1,1,57,,
250,Kedar,IN-AIR-DSA-GT-M00-024705,12844-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY NEHA RANJAN BANERJEE, CUT- 01",,,NEHA RANJAN BANERJEE,,VOCAL RECITAL,Vocal,  HARMONIUM-   SUDHANSHU KULKARNI  TABLA-   PT. RAGHUNATH NAKOD,KEDAR (NIGHT),,,,,,,AKASHWANI SNGEET  SAMMELAN- 2010,,,,,,,,,,DHARWAD,,16-06-2015 11:17,16-06-2015 11:17,Ingest,1,1,57,,
251,Darbari_kanada,IN-AIR-DSA-GT-M00-024806,13202-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG, CUT- 01",,,BALDEV SHARAN NARANG,,VOCAL RECITAL,Vocal, TABLA-  KALE RAM   HARMONIUM-  MAHMOOD DHAULPURI  SARANGI-  SHAMINDER PAL SINGH  TANPURA- TEJINDER SINGH &,DARVARI KANADA (NIGHT),JHOOMRA,HAZRA TURAKMAN CHUKE BAL BAL  JAIYE,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,JALANDHAR,,22-06-2015 16:07,22-06-2015 16:07,Ingest,1,1,59,,
252,Kedar,IN-AIR-DSA-GT-M00-024460,11933-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY FALGUNI MITARA,FALGUNI MITRA (VOCAL),,FALGUNI MITAR,,VOCAL RECITAL,Vocal, PAKHAWAJ- SHRI APURVA LAL MANNA   HARMONIUM-  SMT.  RUPASREE BHATTACHARYA,KEDAR (NIGHT),CHAUTAL,KUNJA SOHAAVAN RI MAN,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,KOLKATA,,03-06-2015 11:54,03-06-2015 11:54,Ingest,1,1,84,,
253,Kedar,IN-AIR-DSA-GT-M00-023955,11145-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY AJAY CHAKRAVARTY,AJAY CHAKRAVARTY (Pundit) (VOCAL),,AJAY CHAKRAVARTY,,,Vocal," TABLA-   SAMAR SAHA,   HARMONIUM-  ROOPA BHATTACHARYA",KEDAR (NIGHT),EK TAL,PIYA KI CHAB DEKHI NIYARI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PIYA KI CHAB DEKHI NIYARI,,DELHI,,15-05-2015 12:26,15-05-2015 12:26,Ingest,1,1,99,,
254,Bhairavi,IN-AIR-DSA-GT-M00-032588,14613-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHARJEE,,,,,,Vocal, TABLA-   AANEES PRADHAN   HARMONIUM-  SUDHIR NAYAK,TAPPA BHAIRAVI (ANYTIME),,LALWA LAJWAN KIS DE.,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,28-07-2015 12:47,28-07-2015 12:47,Ingest,1,1,10,,
255,Jait_kalyan,IN-AIR-DSA-GT-M00-032465,14294-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SUSHILA RANI PATEL,SUSHILA RANI PATEL (VOCAL),,,,,Vocal,,JAIT KALYAN (NIGHT),TEEN TAL,PAPHI AAN,,,,,REC. FOR T & PES ARCHIVES.PROGRAMME TO BE EDITED.,,,,,,,PART-01,,,,,22-07-2015 11:07,22-07-2015 11:07,Ingest,1,1,113,,
256,Nayaki_kanada,IN-AIR-DSA-GT-M00-024490,12038-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SHRI SUDHIR POTE, CUT- 02",,,SHRI SUDHIR POTE,,VOCAL RECITAL,Vocal, TABLA-  UD. ZAFAR MOHMMAD   HARMONIUM-  SUDHIR YARD  TANPURA- DR. SURBHI ARYA,NAYAKI KANADA (NIGHT),TEEN TAL,MERO PIYA RASYA,,,,MADHYALAYA GAT,AKASHWANI SANGEET SAMMELAN SEPTEMBER- 2013 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,UDAIPUR,,04-06-2015 11:22,04-06-2015 11:22,Ingest,1,1,23,,
257,Khamaj,IN-AIR-DSA-GT-M00-024467,11958-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PT. RAMCHATUR MALLIK, CUT- 02",RAM CHATUR MALLICK (Pundit) (VOCAL),,PT. RAMCHATRU MALLICK,,VOCAL RECITAL,Vocal," SARANGI- PT. INDER LAL DHANDHRA, PAKHAWAJ &  TABLA-  PT. RAM ASHISH PATHAK",KHAMAJ (NIGHT),,,,,,THUMARI,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,03-06-2015 14:28,03-06-2015 14:28,Ingest,1,1,22,,
258,Gorakh_kalyan,IN-AIR-DSA-GT-M00-024809,13208-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG, CUT- 02",,,BALDEV SHARAN NARANG,,VOCAL RECITAL,Vocal, TABLA-  KALE RAM   HARMONIUM-  MAHMOOD DHAULPURI  SARANGI-  SHAMINDER PAL SINGH  TANPURA- TEJINDER SINGH &,GORAKH KALYAN (NIGHT),EK TAL,POORAN JOG KAMAO,,,,MADHYALAYA GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,JALANDHAR,,23-06-2015 10:46,23-06-2015 10:46,Ingest,1,1,28,,
259,Khamaj,IN-AIR-DSA-GT-M00-024628,12519-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY, CUT- 02",BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,VOCAL RECITAL,Vocal," TABLA-   SUJIT SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA, TANPURA-  MITA HALDAR",KHAMAJ (NIGHT),,DHYAN LAGO MOHE TORA,,,,THUMARI,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,11-06-2015 11:58,11-06-2015 11:58,Ingest,1,1,29,,
260,Khamaj,IN-AIR-DSA-GT-M00-024138,11522-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. SADHANA DESHMUKH MOHITE,,,SMT. SADHANA DESHMUKH MOHITE,,,Vocal," TABLA-  ANANT MASOLKAR,   HARMONIUM-  MAHESH DUTT PANDEY,  TANPURA- SMT. SADHANA GORE",KHAMAJ (NIGHT),,,,,,,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 02,,,GWALIOR,,25-05-2015 11:25,25-05-2015 11:25,Ingest,1,1,30,,
261,Majh_khamaj,IN-AIR-DSA-GT-M00-024492,12048-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY DHARAM NATH MISHRA, CUT- 01",,,DHARAM NATH MISHRA,,VOCAL RECITAL,Vocal, TABLA-  THAKUR PRASAD MISHRA  SARANGI-  VINOD KUMAR MISHRA,MANJH KHAMAJ (EVENING),,JAG PARI MAIN TO PIYA KE JAGAYE,,,,THUMARI,AKASHWANI SANGEET SAMMELAN 29 SEPTEMBER- 2012 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,HISSAR,,04-06-2015 11:37,04-06-2015 11:37,Ingest,1,1,36,,
262,Bhopali,IN-AIR-DSA-GT-M00-024787,13090-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. JAGDISH PRASAD,JAGDISH PRASAD PANDIT (VOCAL),,PT. JAGDISH PRASAD,,VOCAL RECITAL,Khayal," TABLA-   PT.ANINDO CHATOPADHYAYA, SARANGI-  MURAD ALI,  HARMONIUM-  SOHAN LAL SHARMA",BHOPALI (NIGHT),EK TAL,PRABHU RANG BINA,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,18-06-2015 15:56,18-06-2015 15:56,Ingest,1,1,91,,
263,Deshi,IN-AIR-DSA-GT-M00-032505,14402-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,DESI TODI (MORNING),EK TAL,BHAYE PARDES LOGWA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-07,,,,,23-07-2015 11:56,30-05-2019 12:57,Manager,1,1,10,,
264,Khamaj,IN-AIR-DSA-GT-M00-024341,12805-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY NISHAD BAAKRE,,,NISHAD BAAKRE,,,Vocal,"TABLA-  SATYAJEET TALWALKAR,  HARMONIUM- SUDHIR NAIK",KHAMAJ (NIGHT),ADA TEENTAL,SAKHI SANVARE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 03,SAKHI SANVARE,,MUMBAI,,15-06-2015 15:10,15-06-2015 15:10,Ingest,1,1,16,,
265,Janasammohini,IN-AIR-DSA-GT-M00-027002,14813-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PT. MANI PRASAD, RAGA- JANSAMBODHANI",MANI PRASAD (VOCAL),,PT. MANI PRASAD,,VOCAL RECITAL,Vocal,TABLA-  KUMAR PANDIT   HARMONIUM-  DEEPAK PRASAD VOCAL SUPPORT- LALEET PRASAD,N/A (),EK TAL,"MORA JIYA NAHI LAAGE, SAJAN MAN BHAYE MORIAALI",,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,"MORA JIYA NAHI LAAGE, SAJAN MAN BHAYE MORIAALI",,CHATTISGARH,,31-07-2015 14:28,31-07-2015 14:28,Ingest,1,1,60,,
266,Puriya_kalyan,IN-AIR-DSA-GT-M00-032517,14420-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,PURIYA KALYAN (EVENING),EK TAL,AAJ AISO BANA BAN AAYO.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-03,,,,,23-07-2015 15:10,23-07-2015 15:10,Ingest,1,1,10,,
267,Kirwani,IN-AIR-DSA-GT-M00-024313,12158-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. MOHAN KUMAR DAREKAR,,,DR. MOHAN KUMAR DAREKAR,,,Vocal," TABLA-  GOVIND PRASAD CHARKAVARTI,  SARANGI- SHAMINDRA PAL SINGH,  TANPURA- ANNU VERMA & SATVINDAR KAUR",KIRWANI (NIGHT),ROOPAK,DARAS DIKAO SUNDAR SHAYAM,,,,,AKASHWANI SANGEET SAMMELAN- 2010 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,DARAS DIKAO SUNDAR SHAYAM,,JALANDHAR,,05-06-2015 12:46,05-06-2015 12:46,Ingest,1,1,32,,
268,Bihari,IN-AIR-DSA-GT-M00-040431,20979-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHURUTI SADOLIKAR, PART- 01",,,VIDUSHI SHURUTI SADOLIKAR,,VOCAL RECITAL,Vocal," TABLA-  OMKAR GULVADI,   HARMONIUM-  ANANT JOSHI,  SARANGI- ANWAR HUSSAIN  TANPURA- TEJA TALE & AVANTI VADVEKAR",BIHARI (NIGHT),,,,,,,,,,,,,,PART- 01,,HINDUSTANI CLASSICAL VOCAL,MAHARASHTRA,,29-10-2015 15:29,29-10-2015 15:29,Ingest,1,1,40,,
269,Yaman,IN-AIR-DSA-GT-M00-027011,14872-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY APARNA PANSHIKAR,,,APARNA PANSHIKAR,,VOCAL RECITAL,Vocal," TABLA-   SALEEM ALLAH WALE,   HARMONIUM-   ZAMEER KHAN",YAMAN (EVENING),JHAPTAL,SUNIO HARI AAWAN KI AAWAJ,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,SUNIO HARI AAWAN KI AAWAJ,,UTTAR PRADESH,,03-08-2015 11:11,03-08-2015 11:11,Ingest,1,1,56,,
270,Puriya_kalyan,IN-AIR-DSA-GT-M00-033554,17463-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. BHOLA NATH MISHRA,BHOLA NATH MISHRA (VOCAL),,,,,Vocal," TABLA-   ANUP GHOSH,   HARMONIUM-   GAGAN,  TANPURA-  SARLA THAKUR & MADAN JHALTA,  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI",PURIYA KALYAN (EVENING),EK TAL,,,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN - 2011,,,,,,,CUT-01,,,,,09-09-2015 11:00,09-09-2015 11:00,Ingest,1,1,74,,
271,Madhukauns,IN-AIR-DSA-GT-M00-024266,11982-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH MISHRA &  RAJNISH MISHRA,,,RITESH MISHRA &  RAJNISH MISHRA,,,Vocal Duet,"TABLA-  SHAILENDRA MISHRA,  HARMONIUM-  VINAY MISHRA, TANPURA- ANSHUMATI & PARAMJIT KAUR",MADHUKAUNS (NIGHT),TEEN TAL,KALNA PARE AIRI ALEE PIYA KE BINA,,,,,"AKASHWANI SANGEET SAMMELAN, 29 SEPTEMBER 2012 AT GURU NANAK AUDITORIUM (SPECIAL PROGRAMME OF MUSIC)",,,,,,,PART 02,KALNA PARE AIRI ALEE PIYA KE BINA,,JALANDHAR,,03-06-2015 15:20,03-06-2015 15:20,Ingest,1,1,29,,
272,Madhukauns,IN-AIR-DSA-GT-M00-022139,8180-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DINA NATH MISHRA (TAAL-MADHIYA LAY & DRUT IN TEEN TAAL) PART 02,DINA NATH MISHRA (PUNDIT) (VOCAL),,DINA NATH MISHRA,,,Vocal,,MADHUKAUNS (NIGHT),TEEN TAL,,,,,,AKASHVANI SANGEET SAMMELAN-2012,,,,,,,PART 02,,,,,09-02-2015 11:19,09-02-2015 11:19,Ingest,1,1,30,,
273,Madhukauns,IN-AIR-DSA-GT-M00-024332,12238-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRIESH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",MADHUKAUNS (NIGHT),ROOPAK,JO BAN MANMATI NAR,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,JO BAN MANMATI NAR,,MUMBAI,,08-06-2015 11:02,08-06-2015 11:02,Ingest,1,1,35,,
274,Malkauns,IN-AIR-DSA-GT-M00-032586,14610-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHARJEE,,,,,,Vocal, TABLA-   AANEES PRADHAN   HARMONIUM-  SUDHER NAYAK,MALKAUNS (NIGHT),EK TAL,"DUF MRINDANG BAJE RE, AALI MORE GHAR AAYE",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,28-07-2015 12:25,28-07-2015 12:25,Ingest,1,1,78,,
275,Megh,IN-AIR-DSA-GT-M00-032405,14007-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH MISHRA & RAJINSH MISHRA,,,,,,Vocal Duet, TABLA-  USDAD MOHAMMED AKRAM KHAN  HARMONIUM-  MAHMOOD DHOLPURI.,MEGH (NIGHT),EK TAL,DHIR DHARUN KAISE & KAJRA KARE KARE.,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,10-07-2015 11:58,10-07-2015 11:58,Ingest,1,1,99,,
276,Malkauns,IN-AIR-DSA-GT-M00-024350,12281-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MOHAN LAL MISHRA,,,MOHAN LAL MISHRA,,,Vocal," TABLA-  PT. SOHANLAL MISHRA,   HARMONIUM-  RUPOSHRI BHATTACHARYA",MALKAUNS (NIGHT),JHAPTAL,MORA BHAAG JAGE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,MORA BHAAG JAGE,,KOLKATA,,08-06-2015 13:09,08-06-2015 13:09,Ingest,1,1,34,,
277,Malkauns,IN-AIR-DSA-GT-M00-024631,12537-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SUMITRA GUHA, CUT- 02",SUMITRA GUHA (VOCAL),,VIDUSHI SUMITRA GUHA,,VOCAL RECITAL,Vocal, TABLA-   MITHILESH JHA   HARMONIUM-   MEHMOOD DHAUL PURI  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,MALKAUNS (NIGHT),JHAPTAL,MAHADEV BHAJ RE,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,11-06-2015 12:26,11-06-2015 12:26,Ingest,1,1,49,,
278,Malkauns,IN-AIR-DSA-GT-M00-024117,11475-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ARSHAD ALI KHAN,,,ARSHAD ALI KHAN,,,Vocal," TABLA-  USTAD MOHD.  AKRAM KHAN,  SARANGI- MURAD ALI KHAN",MALKAUNS (NIGHT),JHOOMRA,JINKE MAN RAM BRAJE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,JINKE MAN RAM BRAJE,,DELHI,,21-05-2015 15:24,21-05-2015 15:24,Ingest,1,1,53,,
279,Maru_bihaag,IN-AIR-DSA-GT-M00-032596,14656-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MADHURI OKA,MADHURI OKA (VOCAL),,,,,Vocal, TABLA-   SATISH CHANDRA CHAUDHARY   VIOLIN-    RATNAKAR GOKHALE,MARU BIHAG (NIGHT),EK TAL,"RASIYA HO NAHIN JAYO, BANWARI BHAYE BIRHAN.",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,29-07-2015 11:45,29-07-2015 11:45,Ingest,1,1,57,,
280,Malkauns,IN-AIR-DSA-GT-M00-024536,12235-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RUNA DEY CUT- 01,,,RUNA DEY,,VOCAL RECITAL,Vocal," TABLA-  RAVINATH MISHRA  SARANGI- USTAD NASIR KHAN, TANPURA- KALYANI CHATERJEE",MALKAUNS (NIGHT),EK TAL,KAHE KARAT HAI GUMAN,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,LUCKNOW,,08-06-2015 10:58,08-06-2015 10:58,Ingest,1,1,57,,
281,Jog,IN-AIR-DSA-GT-M00-024903,13008-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDYA DHAR PRASAD MISHRA,,,VIDYA DHAR PRASAD MISHRA,,,Vocal," TABLA-  PURAN KUMAR MISHRA,   HARMONIUM-  SHAMSHAD AHMED KHAN",JOG (NIGHT),EK TAL,JOG KAISE DHARAN KAROON,,,,VILAMBIT KHAYAL,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,JOG KAISE DHARAN KAROON,,ALLAHABAD,,17-06-2015 15:24,03-07-2015 15:50,Manager,1,1,60,,
282,Lalit,IN-AIR-DSA-GT-M00-032600,14663-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MS. MEETA PANDIT,,,,,,Vocal, TABLA-   RAM DAS PARSULE   HARMONIUM-   PRAMOD MARATHE,LALIT (MORNING),TILWADA,"MORE GHAR AAO, MORE GHUNGARWA.",,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,CUT-01,,,,,29-07-2015 12:14,29-07-2015 12:14,Ingest,1,1,61,,
283,Shuddha_kalyan,IN-AIR-DSA-GT-M00-024672,12726-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MALINI MUKHOPADHYAY,,,MALINI MUKHOPADHYAY,,VOCAL RECITAL,Vocal,TABLA-  PARIMAL CHAKRAVERTY HARMONIUM-  RATAN NAT,SHUDDHA KALYAN (EVENING),JHOOMRA,KARAM KARO,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,12-06-2015 16:14,12-06-2015 16:14,Ingest,1,1,61,,
284,Malkauns,IN-AIR-DSA-GT-M00-024288,12069-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAJINDAR SINGH,,,RAJENDRA SINGH,,,Vocal,"TABLA-  VINOD LELE, HAMONIUM- PAROMITA MUKHERJEE",MALKAUNS (NIGHT),EK TAL,PEER NA JANI,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,PEER NA JANI,,DELHI,,04-06-2015 13:11,04-06-2015 13:11,Ingest,1,1,67,,
285,Malkauns,IN-AIR-DSA-GT-M00-024321,12188-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MASHQOOR ALI KHAN,MASHQOOR ALI KHAN (VOCAL),,MASHQOOR ALI KHAN,,,Vocal," TABLA-  USTAD JAAFAR MOHAMMAD,   HARMONIUM-  SUDHANSHU KULKARNI,  SARANGI- SARWAR HUSSAIN",MALKAUNS (NIGHT),JHAPTAL,LAO SAMJHAIN AIRI MORE PIYA KO,,,,,AKASHWANI SANGEET SAMMELAN-2010 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,LAO SAMJHAIN AIRI MORE PIYA KO,,BANGALORE,,05-06-2015 14:50,05-06-2015 14:50,Ingest,1,1,71,,
286,Malkauns,IN-AIR-DSA-GT-M00-024352,12294-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MALINI MUKHOPADHYAY,,,MALINI MUKHOPADHYAY,,,Vocal,"TABLA-  PARIMAL CHAKRABORTY,  HARMONIUM-  RATAN NAT",MALKAUNS (NIGHT),JHOOMRA,JINKE MAN RAM BIRAJE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,JINKE MAN RAM BIRAJE,,DELHI,,08-06-2015 14:11,03-07-2015 15:43,Manager,1,1,77,,
287,Maru_bihaag,IN-AIR-DSA-GT-M00-024244,14385-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANDIRA LAHIRI,,,MANDIRA LAHIRI,,VOCAL RECITAL,Vocal," TABLA-  USTAD SABIR KHAN,   HARMONIUM-  HIRANMOY MITRA",MARU BIHAG (NIGHT),EK TAL,AALI RE KAISE JAOON,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AALI RE KAISE JAOON,,WEST BENGAL,,23-07-2015 11:09,23-07-2015 11:09,Ingest,1,1,79,,
288,Anand_bhairav,IN-AIR-DSA-GT-M00-032380,13970-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,ANAND BHAIRAV (MORNING),TEEN TAL,RAAT BHAI MOHE TADPAT AALI & JAB SE AANKH MORI.,,,,TARANA,,,,,,,,CUT-06,,,,,09-07-2015 15:58,09-07-2015 15:58,Ingest,1,1,9,,
289,Malkauns,IN-AIR-DSA-GT-M00-024320,12184-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY USTAD GHULAM SADIQ KHAN,GHULAM SADIQ KHAN (VOCAL),,USTAD GHULAM SADIQ KHAN,,,Vocal," TABLA-  NAFEES AHMED,   HARMONIUM-  JAIRAM POTDAR,  TANPURA- SUBHASH DIXIT & DURGA SHARMA",MALKAUNS (NIGHT),EK TAL,DHEET LANGAR MANAT NAAHIN BAAR BAAR KARAT THITOLI,,,,,AKASHVANI SANGEET SAMMELAN-2010 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 03,DHEET LANGAR MANAT NAAHIN BAAR BAAR KARAT THITOLI,,JALANDHAR,,05-06-2015 14:44,05-06-2015 14:44,Ingest,1,1,16,,
290,Pilu,IN-AIR-DSA-GT-M00-022202,8275-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. DHARAM NATH MISHRA PART 02,,,PT. DHARAM NATH MISHRA,,,Vocal,"TABLA-  THAKUR PRASAD MISHRA,  SARANGI-  VINOD KUMAR MISHRA",MISHRA PILU (EVENING),,TANI JAGO BALAM...,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  THAKUR PRASAD MISHRA,  SARANGI-  VINOD KUMAR MISHRA",,,,,,PART 02,,,,,12-02-2015 11:35,12-02-2015 11:35,Ingest,1,1,22,,
291,Majh_khamaj,IN-AIR-DSA-GT-M00-024278,12031-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANOJIT MALLIK,,,MANOJIT MALLIK,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA,  SARANGI- SARWAR HUSSAIN",MANJH KHAMAJ (EVENING),,,,,,THUMARI,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,,,KOLKATA,,04-06-2015 11:04,04-06-2015 11:04,Ingest,1,1,31,,
292,Majh_khamaj,IN-AIR-DSA-GT-M00-024347,12273-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA",MANJH KHAMAJ (EVENING),,,,,,JHOOLA (FOLK),NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 03,,,KOLKATA,,08-06-2015 12:59,08-06-2015 12:59,Ingest,1,1,11,,
293,Salagwarali,IN-AIR-DSA-GT-M00-033558,17471-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY BALCHANDRA NAKOD,BALACHANDRA NAKOD (VOCAL),,,,,Vocal," TABLA-   RAJENDRA NAKOD,   HARMONIUM-   ASHWINI WALWALKAR,   VIOLIN-   SHANKAR KABADI",SALAGWARALI (MORNING),EK TAL,,,,,,AKASHVANI SANGEET SAMMELAN - 2012,,,,,,,CUT-01,,,,,09-09-2015 11:15,09-09-2015 11:15,Ingest,1,1,111,,
